timestamp,get-entries,get-proof-by-hash,get-roots,get-sth,get-sth-consistency
1779769080,100.0000,100.0000,100.0000,100.0000,100.0000
1779783480,100.0000,100.0000,100.0000,100.0000,100.0000
1779810480,100.0000,100.0000,100.0000,100.0000,100.0000
1779818880,100.0000,100.0000,100.0000,100.0000,100.0000
1779826080,100.0000,100.0000,100.0000,100.0000,100.0000
1779831480,100.0000,100.0000,100.0000,100.0000,100.0000
1779842280,100.0000,100.0000,100.0000,100.0000,100.0000
1779855480,100.0000,100.0000,100.0000,100.0000,100.0000
1779874080,100.0000,100.0000,100.0000,100.0000,100.0000
1779889080,100.0000,100.0000,100.0000,100.0000,100.0000
1779899280,100.0000,100.0000,100.0000,100.0000,100.0000
1779907680,100.0000,100.0000,100.0000,100.0000,100.0000
1779911880,100.0000,100.0000,100.0000,100.0000,100.0000
1779921480,100.0000,100.0000,100.0000,100.0000,100.0000
1779941280,100.0000,100.0000,100.0000,100.0000,100.0000
1779956280,100.0000,100.0000,100.0000,100.0000,100.0000
1779967680,100.0000,100.0000,100.0000,100.0000,100.0000
1779985080,100.0000,100.0000,100.0000,100.0000,100.0000
1779994080,99.2857,100.0000,100.0000,100.0000,100.0000
1780003080,99.2806,100.0000,100.0000,100.0000,100.0000
1780005480,99.2754,100.0000,100.0000,100.0000,100.0000
1780023480,99.2754,100.0000,100.0000,100.0000,100.0000
1780043280,99.2754,100.0000,100.0000,100.0000,100.0000
1780055280,99.2754,100.0000,100.0000,100.0000,100.0000
1780068480,99.2806,100.0000,100.0000,100.0000,100.0000
1780079280,100.0000,100.0000,100.0000,100.0000,100.0000
1780081080,100.0000,100.0000,100.0000,100.0000,100.0000
1780089480,100.0000,100.0000,100.0000,100.0000,100.0000
1780101480,100.0000,100.0000,100.0000,100.0000,100.0000
1780117080,100.0000,100.0000,100.0000,100.0000,100.0000
1780124880,100.0000,100.0000,100.0000,100.0000,100.0000
1780132680,100.0000,100.0000,100.0000,100.0000,100.0000
1780138080,100.0000,100.0000,100.0000,100.0000,100.0000
1780148880,100.0000,100.0000,100.0000,100.0000,100.0000
1780154280,100.0000,100.0000,100.0000,100.0000,100.0000
1780158480,100.0000,100.0000,100.0000,100.0000,100.0000
1780168680,100.0000,100.0000,100.0000,100.0000,100.0000
1780174080,100.0000,100.0000,100.0000,100.0000,100.0000
1780175880,100.0000,100.0000,100.0000,100.0000,100.0000
1780181280,100.0000,100.0000,100.0000,100.0000,100.0000
1780187880,100.0000,100.0000,100.0000,100.0000,100.0000
1780205880,100.0000,100.0000,100.0000,100.0000,100.0000
1780219080,100.0000,100.0000,100.0000,100.0000,100.0000
1780224480,100.0000,100.0000,100.0000,100.0000,100.0000
1780235280,100.0000,100.0000,100.0000,100.0000,100.0000
1780238880,100.0000,100.0000,100.0000,100.0000,100.0000
1780244280,100.0000,100.0000,100.0000,100.0000,100.0000
1780251480,100.0000,100.0000,100.0000,100.0000,100.0000
1780258080,100.0000,100.0000,100.0000,100.0000,100.0000
1780261080,100.0000,100.0000,100.0000,100.0000,100.0000
1780264080,100.0000,100.0000,100.0000,100.0000,100.0000
1780284480,100.0000,100.0000,100.0000,100.0000,100.0000
1780303680,100.0000,100.0000,100.0000,100.0000,100.0000
1780323480,100.0000,100.0000,100.0000,100.0000,100.0000
1780342080,100.0000,100.0000,100.0000,100.0000,100.0000
1780349280,100.0000,100.0000,100.0000,100.0000,100.0000
1780360080,100.0000,100.0000,100.0000,100.0000,100.0000
1780380480,100.0000,100.0000,100.0000,100.0000,100.0000
1780395480,100.0000,100.0000,100.0000,100.0000,100.0000
1780409880,100.0000,100.0000,100.0000,100.0000,100.0000
1780426680,100.0000,100.0000,100.0000,100.0000,100.0000
1780433880,100.0000,100.0000,100.0000,100.0000,100.0000
1780440480,100.0000,100.0000,100.0000,100.0000,100.0000
1780459680,100.0000,100.0000,100.0000,100.0000,100.0000
1780478280,100.0000,100.0000,100.0000,100.0000,100.0000
1780493880,100.0000,100.0000,100.0000,100.0000,100.0000
1780509480,100.0000,100.0000,100.0000,100.0000,100.0000
1780520880,100.0000,100.0000,100.0000,100.0000,100.0000
1780543080,100.0000,100.0000,100.0000,100.0000,100.0000
1780561680,100.0000,100.0000,100.0000,100.0000,100.0000
1780570680,99.2806,100.0000,100.0000,100.0000,100.0000
1780583880,99.2806,100.0000,100.0000,100.0000,100.0000
1780591080,99.2806,100.0000,100.0000,100.0000,100.0000
1780600680,99.2806,100.0000,100.0000,100.0000,100.0000
1780607880,99.2806,100.0000,100.0000,100.0000,99.2806
1780613880,99.2806,100.0000,100.0000,100.0000,99.2806
1780630680,99.2806,100.0000,100.0000,100.0000,99.2806
1780646280,100.0000,100.0000,100.0000,100.0000,99.2754
1780655880,100.0000,100.0000,100.0000,100.0000,99.2857
1780669080,100.0000,100.0000,100.0000,100.0000,99.2806
1780679280,100.0000,100.0000,100.0000,100.0000,99.2806
1780682880,100.0000,100.0000,100.0000,100.0000,99.2857
1780690680,100.0000,100.0000,100.0000,100.0000,98.5611
1780697880,100.0000,100.0000,100.0000,100.0000,99.2857
1780714080,100.0000,100.0000,100.0000,100.0000,99.2857
1780728480,100.0000,100.0000,100.0000,100.0000,99.2806
1780737480,100.0000,100.0000,100.0000,100.0000,99.2806
1780744080,100.0000,100.0000,100.0000,100.0000,99.2806
1780750080,100.0000,100.0000,100.0000,100.0000,99.2806
1780756080,100.0000,100.0000,100.0000,100.0000,99.2857
1780762080,100.0000,100.0000,100.0000,100.0000,99.2857
1780772280,100.0000,100.0000,100.0000,100.0000,100.0000
1780778280,100.0000,100.0000,100.0000,100.0000,100.0000
1780784280,100.0000,100.0000,100.0000,100.0000,100.0000
1780800480,100.0000,100.0000,100.0000,100.0000,99.2857
1780818480,100.0000,100.0000,100.0000,100.0000,99.2806
1780824480,100.0000,100.0000,100.0000,100.0000,99.2806
1780834680,100.0000,100.0000,100.0000,100.0000,99.2806
1780840680,100.0000,100.0000,100.0000,100.0000,99.2806
1780846680,100.0000,100.0000,100.0000,100.0000,99.2806
1780853280,100.0000,100.0000,100.0000,100.0000,99.2857
1780859280,100.0000,100.0000,100.0000,100.0000,99.2857
1780866480,100.0000,100.0000,100.0000,100.0000,99.2857
1780878480,100.0000,100.0000,100.0000,100.0000,100.0000
1780899480,100.0000,100.0000,100.0000,100.0000,100.0000
1780915680,100.0000,100.0000,100.0000,100.0000,100.0000
1780931880,100.0000,100.0000,100.0000,100.0000,100.0000
1780939680,100.0000,100.0000,100.0000,100.0000,100.0000
